Name the software which has been developed by <A> ?,SELECT DISTINCT ?uri where { ?uri dbp:developer <A> . ?uri a dbo:Software }
Name the software whose operating system is <A> and programming language is <B> ?,SELECT DISTINCT ?uri where { ?uri dbo:operatingSystem <A> . ?uri dbp:programmingLanguage <B> . ?uri a dbo:Software }
What all are written in the <A> programming language?,SELECT DISTINCT ?uri where { ?uri dbp:programmingLanguage <A> }
What are some developers which use <A> in their projects?,SELECT DISTINCT ?uri where { ?x dbp:programmingLanguage <A> . ?x dbo:developer ?uri }
what are some devices made by <A>?,SELECT DISTINCT ?uri where { ?uri dbo:manufacturer <A> . ?uri a dbo:InformationAppliance }
What are some devices made by <A>ese companies?,SELECT DISTINCT ?uri where { ?x dbp:locationCity <A> . ?uri dbo:manufacturer ?x . ?uri a dbo:Device }
What are some devices whose manufacturers are in <A>?,SELECT DISTINCT ?uri where { ?x dbp:locationCountry <A> . ?uri dbo:manufacturer ?x . ?uri a dbo:Device }
What are some games availible on nintendo's <A>?,SELECT DISTINCT ?uri where { ?uri dbo:computingPlatform <A> . ?uri a dbo:VideoGame }
What are some other things developed by the company who made the <A>?,SELECT DISTINCT ?uri where { ?x dbp:products <A> . ?x dbo:product ?uri . ?x a dbo:Company }
What are some software which are written in languages that are run on <A> OS?,SELECT DISTINCT ?uri where { ?x dbp:operatingSystem <A> . ?uri dbp:programmingLanguage ?x . ?uri a dbo:Software }
What are the companies whose programming language's designer is <A>?,SELECT DISTINCT ?uri where { ?x dbp:designer <A> . ?uri dbp:programmingLanguage ?x . ?uri a dbo:School }
What are the software which uses  platforms as <A>?,SELECT DISTINCT ?uri where { ?uri dbo:computingPlatform <A> . ?uri a dbo:Software }
What are the software whose operating systems are <B> and <A>?,SELECT DISTINCT ?uri where { ?uri dbo:operatingSystem <B> . ?uri dbo:operatingSystem <A> . ?uri a dbo:Software }
What are the software whose programming language are <A>?,SELECT DISTINCT ?uri where { ?x dbo:language <A> . ?uri dbp:programmingLanguage ?x . ?uri a dbo:Software }
What are the video games composed by <A>?,SELECT DISTINCT ?uri where { ?uri dbp:composer <A> . ?uri a dbo:VideoGame }
What company brought <B> developed the <A>?,SELECT DISTINCT ?uri where { <A> dbp:developer ?uri . <B> dbp:distributor ?uri }
What company developed <A> and also brought <B> to the market?,SELECT DISTINCT ?uri where { <A> dbo:developer ?uri . <B> dbp:distributor ?uri }
What developed <A>?,SELECT DISTINCT ?uri where { <A> dbo:developer ?uri }
What genre of games are made by <A> studios?,SELECT DISTINCT ?uri where { ?x dbo:developer <A> . ?x dbp:genre ?uri . ?x a dbo:VideoGame }
What genre's softwares are released with a GNU <A>?,SELECT DISTINCT ?uri where { ?x dbp:license <A> . ?x dbp:genre ?uri }
What genres of games are available on the <A>?,SELECT DISTINCT ?uri where { ?x dbo:computingPlatform <A> . ?x dbp:genre ?uri . ?x a dbo:VideoGame }
what has been developed by <A>?,SELECT DISTINCT ?uri where { ?uri dbo:developer <A> }
What is the device whose successor's CPU is by <A>?,SELECT DISTINCT ?uri where { ?x dbo:cpu <A> . ?uri dbo:successor ?x . ?uri a dbo:Device }
What is the game platform of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:computingPlatform ?uri }
What is the genre for the developer of <A>?,SELECT DISTINCT ?uri where { ?x dbp:developer <A> . ?x dbo:genre ?uri }
What is the operating system of the <A> and also the developer of the <B>,SELECT DISTINCT ?uri where { <A> dbo:operatingSystem ?uri . <B> dbp:developer ?uri }
What is the owner of <A> and the original developer of <B>?,SELECT DISTINCT ?uri where { <A> dbo:owner ?uri . <B> dbo:developer ?uri }
What is the total number of software whose programming language is <B> and operating system is <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:programmingLanguage <B> . ?uri dbo:operatingSystem <A> }
What is written in a programming language developed <A>?,SELECT DISTINCT ?uri where { ?x dbp:developer <A> . ?uri dbp:programmingLanguage ?x }
what kind of games can I find for <A>,SELECT DISTINCT ?uri where { ?x dbo:computingPlatform <A> . ?x dbp:genre ?uri . ?x a dbo:VideoGame }
What software is developed by <A> and is licensed by <B>?,SELECT DISTINCT ?uri where { <B> dbo:license ?uri . <A> dbo:developer ?uri }
What softwares were created by <A> ?,SELECT DISTINCT ?uri where { <A> dbo:product ?uri }
What system is both a platform where <B> runs and also distributed <A>?,SELECT DISTINCT ?uri where { <B> dbo:computingPlatform ?uri . <A> dbo:distributor ?uri }
What was developed by someone working in <A>?,SELECT DISTINCT ?uri where { ?x dbp:employer <A> . ?uri dbp:author ?x }
Which appliance's CPU is <A> and predecessor is <B>?,SELECT DISTINCT ?uri where { ?uri dbo:cpu <A> . ?uri dbo:predecessor <B> . ?uri a dbo:InformationAppliance }
Which cloud platform of <A> also provides services to <B> ?,SELECT DISTINCT ?uri where { <B> dbp:services ?uri . <A> dbo:computingPlatform ?uri }
Which company developed <A> and <B>?,SELECT DISTINCT ?uri where { <A> dbo:author ?uri . <B> dbo:author ?uri }
Which company developed both <B> and <A>?,SELECT DISTINCT ?uri where { <B> dbo:developer ?uri . <A> dbo:developer ?uri }
Which company developed the language designed by <A>?,SELECT DISTINCT ?uri where { ?x dbo:designer <A> . ?x dbp:developer ?uri . ?x a dbo:Language }
Which company has developed games whose music is done by <A>?,SELECT DISTINCT ?uri where { ?x dbo:composer <A> . ?x dbo:developer ?uri . ?x a dbo:VideoGame }
Which company released the software <A>?,SELECT DISTINCT ?uri where { ?uri dbp:products <A> . ?uri a dbo:Company }
Which contnet license provider of <B> is also the game platform of <A> ?,SELECT DISTINCT ?uri where { <B> dbo:license ?uri . <A> dbo:computingPlatform ?uri }
Which developer of  the <A> is the  successor of <B> ?,SELECT DISTINCT ?uri where { <A> dbo:developer ?uri . <B> dbo:successor ?uri }
Which developer of <A> was also the predecssor of <B> compnay ?,SELECT DISTINCT ?uri where { <A> dbo:developer ?uri . <B> dbp:predecessor ?uri }
Which operating system provider of <B> is also the employer of <A> ?,SELECT DISTINCT ?uri where { <B> dbo:operatingSystem ?uri . <A> dbp:employer ?uri }
Which predecessor of the <B> is also the developer of <A>?,SELECT DISTINCT ?uri where { <B> dbp:predecessor ?uri . <A> dbo:developer ?uri }
Which software uses <A> as it's operating system and is written in <B> ?,SELECT DISTINCT ?uri where { ?uri dbo:operatingSystem <A> . ?uri dbo:programmingLanguage <B> . ?uri a dbo:Software }
Which software uses <A> as programming language?,SELECT DISTINCT ?uri where { ?uri dbp:programmingLanguage <A> . ?uri a dbo:Software }
Who all have developed a <A> software?,SELECT DISTINCT ?uri where { ?x dbp:operatingSystem <A> . ?x dbo:developer ?uri . ?x a dbo:Software }
Who all have developed softwares for <A> OSes?,SELECT DISTINCT ?uri where { ?x dbp:operatingSystem <A> . ?x dbo:developer ?uri . ?x a dbo:Software }
who developed <A>?,SELECT DISTINCT ?uri where { <A> dbp:developer ?uri }
Who developed games based on the <A> series?,SELECT DISTINCT ?uri where { ?x dbp:series <A> . ?x dbo:developer ?uri . ?x a dbo:VideoGame }
Who developed the programming languages designed by <A>?,SELECT DISTINCT ?uri where { ?x dbo:designer <A> . ?x dbo:developer ?uri . ?x a dbo:ProgrammingLanguage }
Who developed the software for the operating system of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:operatingSystem ?x . ?x dbo:developer ?uri . ?x a dbo:Software }
Who developed the software which is used as operating system of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:operatingSystem ?x . ?x dbp:developer ?uri . ?x a dbo:Software }
Who develops the computation platform of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:computingPlatform ?x . ?x dbo:developer ?uri }
Who is the developer of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:developer ?uri }
Who is the developer of the software which distributes <A> ?,SELECT DISTINCT ?uri where { <A> dbp:distributor ?x . ?x dbp:developer ?uri . ?x a dbo:Software }
Who is the developer of the software which is produced by <A> ?,SELECT DISTINCT ?uri where { <A> dbp:products ?x . ?x dbo:developer ?uri . ?x a dbo:Software }
Who is the developer of the software which serves the platform for <A>?,SELECT DISTINCT ?uri where { <A> dbo:computingPlatform ?x . ?x dbp:developer ?uri . ?x a dbo:Software }
Who is the producer of the device which is the operating system of <A>  ?,SELECT DISTINCT ?uri where { <A> dbo:operatingSystem ?x . ?x dbo:manufacturer ?uri }
How many corporations were founded in <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:foundationPlace <A> . ?uri a dbo:Company }
Is <A> a <B>?,ASK where { <A> dbp:companyType <B> }
Name the subsidary of <A> which was founded by <B> ?,SELECT DISTINCT ?uri where { ?uri dbo:subsidiary <A> . ?uri dbo:foundedBy <B> . ?uri a dbo:Company }
To which educational institute does <A> belong to?,SELECT DISTINCT ?uri where { <A> dbo:parentCompany ?uri }
Was <A> designed by <B>?,ASK where { <A> dbo:designCompany <B> }
What are some cartoons distributed by a subsidiary of <A>?,SELECT DISTINCT ?uri where { ?x dbo:parentCompany <A> . ?uri dbp:distributor ?x . ?uri a dbo:Cartoon }
<A> and <B> are operated by which city?,SELECT DISTINCT ?uri where { <A> dbo:operatedBy ?uri . <B> dbo:operatedBy ?uri }
<A> employes how many people?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:employer <A> }
<A> is the cofounder of a company that invested stocks in which baseball teams?,SELECT DISTINCT ?uri where { ?x dbp:founder <A> . ?uri dbp:owner ?x . ?uri a dbo:BaseballTeam }
<A> is the HQ of how many things?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:headquarters <A> }
<A> is the owner of the distributor of what?,SELECT DISTINCT ?uri where { ?x dbp:owner <A> . ?uri dbo:distributor ?x }
<A> is the subsidiary of which company?,SELECT DISTINCT ?uri where { ?uri dbo:subsidiary <A> }
<A> makes how many things?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:manufacturer <A> }
<A> operates in which places?,SELECT DISTINCT ?uri where { ?x dbp:operator <A> . ?x dbp:address ?uri }
<B> <A> are both owned by which company?,SELECT DISTINCT ?uri where { <B> dbo:parentCompany ?uri . <A> dbo:parentCompany ?uri }
<B> is operated by what citycomma which is the birthplace of <A>?,SELECT DISTINCT ?uri where { <B> dbo:operatedBy ?uri . <A> dbo:birthPlace ?uri }
Among the companies who has product named <A> who has a key person as <B> ?,SELECT DISTINCT ?uri where { ?uri dbp:keyPeople <B> . ?uri dbp:products <A> . ?uri a dbo:Company }
By which companies is <A> designed?,SELECT DISTINCT ?uri where { <A> dbo:designer ?uri }
Companies founded in <A> have typically which divisions?,SELECT DISTINCT ?uri where { ?x dbo:foundationPlace <A> . ?x dbo:division ?uri . ?x a dbo:Company }
Companies headquartered in <A> own which TV Shows?,SELECT DISTINCT ?uri where { ?x dbo:headquarter <A> . ?uri dbp:company ?x }
Count all that was built by a company whose leader is <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:keyPeople <A> . ?uri dbo:manufacturer ?x }
Count all the places where companies located in <A> operate.,SELECT DISTINCT COUNT(?uri) where { ?x dbo:locationCity <A> . ?x dbp:locations ?uri }
Count me all the video game distributor whose parent company is <A> ?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:parent <A> . ?uri dbp:distributor ?x . ?uri a dbo:VideoGame }
Count the different alma maters of people employed by the <A>,SELECT DISTINCT COUNT(?uri) where { ?x dbp:employer <A> . ?x dbo:almaMater ?uri }
Count the number of other product of the banks whose one of the product is <A> ?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:product <A> . ?x dbo:product ?uri }
Count the number of other services of the companies which provides the <A> as service ?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:services <A> . ?x dbp:services ?uri }
Do the <A> fly  to <B>?,ASK where { <A> dbo:targetAirport <B> }
Do the <A> fly to <B>?,ASK where { <A> dbo:targetAirport <B> }
Do the <B> fly to <A>?,ASK where { <B> dbo:targetAirport <A> }
Does <A> have a homeport in <B>?,ASK where { <A> dbo:homeport <B> }
Does <A> have the <B> engine?,ASK where { <A> dbp:engine <B> }
Does <A> manage the railway line going to the <B>?,ASK where { <B> dbo:servingRailwayLine <A> }
Does <A> operate in the <B> industry?,ASK where { <A> dbo:industry <B> }
Does <B> distribute via <A>?,ASK where { <B> dbo:distributingLabel <A> }
Does <B> have a hub at the <A>?,ASK where { <B> dbo:hubAirport <A> }
Does <B> have a hub in <A>?,ASK where { <B> dbo:hubAirport <A> }
Does <B> have a subsidiary called <A>,ASK where { <B> dbo:subsidiary <A> }
Does <B> own the <A>?,ASK where { <A> dbp:owned <B> }
Does <B> own the <A>?,ASK where { <A> dbp:owned <B> }
Does <B> own the <B> <A> plant?,ASK where { <A> dbo:owningOrganisation <B> }
Does the <A> fly into the <B>?,ASK where { <A> dbo:targetAirport <B> }
Does the <A> have a hub at the <B>?,ASK where { <A> dbo:hubAirport <B> }
Does the <A> use an <B> engine?,ASK where { <A> dbp:engine <B> }
Does the <B> have the <A> platform?,ASK where { <B> dbo:automobilePlatform <A> }
Employees of <A> have come from which towns?,SELECT DISTINCT ?uri where { ?x dbo:employer <A> . ?x dbp:homeTown ?uri }
Enumerate all those who are in the Board of companies founded in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:foundation <A> . ?uri dbo:board ?x }
Enumerate the cars related to the ones assembled in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:assembly <A> . ?x dbp:related ?uri }
For which country did <A> design airplanes?,SELECT DISTINCT ?uri where { ?x dbp:designer <A> . ?x dbp:nationalOrigin ?uri . ?x a dbo:Aircraft }
From how many coutries do companies comecomma which are headquartered in the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:headquarters <A> . ?x dbp:country ?uri . ?uri a dbo:Country }
Give me a count of airlines whose hub airport is <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:hubAirport <A> . ?uri a dbo:Airline }
Give me a count of companies located in <A> ?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:locationCity <A> . ?uri a dbo:Company }
Give me a count of everything made by the company which offers <A>.,SELECT DISTINCT COUNT(?uri) where { ?x dbo:service <A> . ?uri dbo:manufacturer ?x }
Give me a count of the services by the company which provides <A> the services ?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:services <A> . ?x dbp:services ?uri }
Give me an estimate of the number of manufacturers whose products are managed by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:operator <A> . ?x dbo:manufacturer ?uri }
Give me the count of newspaper whose language is <A> and headquartered at <B> ?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:language <A> . ?uri dbp:headquarters <B> }
Give me the list of cars which are the predecessor of <A>?,SELECT DISTINCT ?uri where { ?x dbp:class <A> . ?x dbo:predecessor ?uri . ?x a dbo:Automobile }
