For how many other teams have the former players of <A> played?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:formerTeam <A> . ?x dbp:playedFor ?uri . ?uri a dbo:SportsTeam }
For how many other teams have the members of <A> played?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:playedFor <A> . ?x dbo:formerTeam ?uri }
For how many teams have the league players of <A>comma previously played?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:league <A> . ?x dbo:formerTeam ?uri }
For which clubs do the players of <A> play for?,SELECT DISTINCT ?uri where { <A> dbp:name ?x . ?x dbo:team ?uri . ?x a dbo:SoccerPlayer }
For which other teams do members of <A> play?,SELECT DISTINCT ?uri where { ?x dbp:nationalteam <A> . ?x dbo:team ?uri }
For which other teams have the past <A> members played?,SELECT DISTINCT ?uri where { ?x dbo:formerTeam <A> . ?x dbp:playedFor ?uri }
For which team did <A> and <B> both play atleast once?,SELECT DISTINCT ?uri where { <A> dbp:playedFor ?uri . <B> dbp:playedFor ?uri }
For which team did both <B> and <A> debuted ?,SELECT DISTINCT ?uri where { <B> dbo:debutTeam ?uri . <A> dbo:debutTeam ?uri }
For which team do <A> and <B> currently play for?,SELECT DISTINCT ?uri where { <A> dbp:currentTeam ?uri . <B> dbp:currentTeam ?uri }
For which team does <A> play ?,SELECT DISTINCT ?uri where { <A> dbo:team ?uri }
For which team does <A> play for?,SELECT DISTINCT ?uri where { <A> dbo:team ?uri }
For which teams did <A> play for?,SELECT DISTINCT ?uri where { <A> dbo:team ?uri }
For which teams did the <A> graduated players play their first game?,SELECT DISTINCT ?uri where { ?x dbp:college <A> . ?x dbo:debutTeam ?uri . ?x a dbo:Athlete }
From how many different places have participants of <A> come?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:race <A> . ?x dbp:birthPlace ?uri }
From what countries have people participated in the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:race <A> . ?x dbo:birthPlace ?uri }
From which team did <A> played ?,SELECT DISTINCT ?uri where { <A> dbp:pastteams ?uri }
Give me a count of all ice hockey players whose teams are headcoached by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:headCoach <A> . ?uri dbo:team ?x . ?uri a dbo:IceHockeyPlayer }
Give me a count of basketball players whose member of sports team is <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:team <A> }
Give me a list of all the people driving at pole positions in the Grand Prixes where <A> first team?,SELECT DISTINCT ?uri where { ?x dbp:firstTeam <A> . ?x dbo:poleDriver ?uri . ?x a dbo:GrandPrix }
Give me all martial artists trained by <A>.,SELECT DISTINCT ?uri where { ?uri dbo:trainer <A> . ?uri a dbo:MartialArtist }
Give me an estimate number of races where horses grandsired by the <A> have raced in?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:grandsire <A> . ?x dbp:race ?uri . ?uri a dbo:HorseRace }
Give me the count of tenants of the stadia whose one of the tenants is <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:tenants <A> . ?x dbp:tenants ?uri }
Give me the number of home stadiums of teams managed by <A>.,SELECT DISTINCT COUNT(?uri) where { ?x dbp:manager <A> . ?x dbo:homeStadium ?uri }
Give the name of the  managers of <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbp:managerclubs <A> . ?uri dbp:managerclubs <B> }
Horses grandsired by <A>  have won which awards?,SELECT DISTINCT ?uri where { ?x dbo:grandsire <A> . ?x dbo:honours ?uri . ?x a dbo:Horse }
Horses sired by <A> have participated in which races?,SELECT DISTINCT ?uri where { ?x dbo:sire <A> . ?x dbp:race ?uri . ?x a dbo:Horse }
How many athletic associations are there in all of the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:type <A> . ?x dbp:athletics ?uri }
How many basketball players studied in the <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:college <A> . ?uri a dbo:BasketballPlayer }
How many different mascots are there of the <A> teams?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:athletics <A> . ?x dbp:mascot ?uri }
How many different pole drivers are therecomma of the GPs when <A> the first team?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:firstTeam <A> . ?x dbo:poleDriver ?uri . ?uri a dbo:FormulaOneRacer }
How many first drivers have participated when <A> was a first team?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:firstTeam <A> . ?x dbo:firstDriver ?uri }
How many games are played at universities affiliated with the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:affiliation <A> . ?x dbo:sport ?uri }
How many games are played at universities in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:state <A> . ?x dbp:athletics ?uri }
How many golf players are there in <A> ?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:college <A> . ?uri a dbo:GolfPlayer }
How many had their debut team coached by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:coach <A> . ?uri dbo:debutTeam ?x }
How many have former teams as <A> and <B>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:formerTeam <A> . ?uri dbo:formerTeam <B> }
How many home stadium are therecomma of the soccer club seasons whose chairman is <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:chairman <A> . ?x dbo:homeStadium ?uri }
How many home stadiums are there of the seasons whose chairman in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:chairman <A> . ?x dbo:homeStadium ?uri }
How many leagues have used the <A>?,SELECT DISTINCT COUNT(?uri) where { <A> dbo:tenant ?uri }
How many managers have managed <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:managerClub <A> }
How many members are there in the <A>?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:membership ?uri }
How many more teams have rented the stadium used by <A>?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:arena ?x . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
How many nations' volleyball players have played for the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:nationalteam <A> . ?x dbp:placeOfBirth ?uri . ?uri a dbo:Country }
How many other home stadium are there of the soccer club whose home stadium is <A> ?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:homeStadium <A> . ?x dbo:homeStadium ?uri }
How many owners owned the clubs participating in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:season <A> . ?x dbp:owner ?uri }
How many people are in the <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:nationalteam <A> }
How many people currently play for <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:currentclub <A> }
How many people currently play for the <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:currentclub <A> }
How many people have been the head coach for <A>,SELECT DISTINCT COUNT(?uri) where { ?x dbp:club <A> . ?x dbo:manager ?uri . ?uri a dbo:Person }
How many people have been trained in an institute located in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:city <A> . ?uri dbp:training ?x . ?uri a dbo:Person }
How many people have coached the players of <A>,SELECT DISTINCT COUNT(?uri) where { ?x dbo:team <A> . ?x dbo:manager ?uri . ?uri a dbo:Person }
How many people have managed a club which owns the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:ground <A> . ?uri dbo:managerClub ?x . ?uri a dbo:Person }
How many people have played for a club whose coach is <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:coach <A> . ?uri dbp:team ?x }
How many people have played for the <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:league <A> }
How many people have played for the ones who own the stadium of <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:arena <A> . ?uri dbp:team ?x }
How many people have trained the wrestlers who were billed in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:billed <A> . ?x dbo:trainer ?uri . ?uri a dbo:Person }
How many people have worked for teams chaired by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:chairman <A> . ?x dbp:name ?uri . ?uri a dbo:Person }
How many people play for the <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:team <A> }
How many people played for <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:youthclubs <A> }
How many people used to play for <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:formerTeam <A> }
How many people used to play in the youthclub of <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:youthclubs <A> }
How many people were drafted in the <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:draftTeam <A> . ?uri a dbo:Person }
How many people were in a youthclub which played in the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:league <A> . ?uri dbp:youthclubs ?x }
How many players are in the <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:team <A> . ?uri a dbo:Athlete }
How many players debuted their careers from <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri dbo:debutTeam <A> . ?uri a dbo:Athlete }
How many players participated in the <A>?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:name ?uri . ?uri a dbo:SoccerPlayer }
How many pole drivers have been there in grand prixes where first driver was <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:firstDriver <A> . ?x dbo:poleDriver ?uri . ?uri a dbo:FormulaOneRacer }
How many races has <A> won?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:race ?uri }
How many races have the horses bred by <A> participated in?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:breeder <A> . ?x dbp:race ?uri }
How many soccer manager have been in the <A> nation football team?,SELECT DISTINCT COUNT(?uri) where { ?uri dbp:nationalteam <A> . ?uri a dbo:SoccerManager }
How many sports are played at the university whose president is <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:president <A> . ?x dbo:sport ?uri . ?uri a dbo:Sport }
How many sports are played in <A> schools?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:state <A> . ?x dbo:sport ?uri . ?uri a dbo:Sport }
How many sports are played in organizations presided by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:president <A> . ?x dbo:sport ?uri . ?uri a dbo:Sport }
How many teams have <A> players in them currently?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:formerTeam <A> . ?x dbo:team ?uri . ?uri a dbo:SportsTeam }
How many teams have rented stadiums in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:location <A> . ?x dbp:tenants ?uri }
How many teams have someone playing at the <A> position?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:position <A> . ?x dbo:team ?uri . ?uri a dbo:SportsTeam }
How many teams have used the stadium which hosted the <A>?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:venue ?x . ?x dbo:tenant ?uri . ?x a dbo:Stadium }
How many teams have used the stadiums which have been rented by the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:tenant <A> . ?x dbp:tenants ?uri }
How many teams was <A> incomma previously?,SELECT DISTINCT COUNT(?uri) where { <A> dbo:formerTeam ?uri . ?uri a dbo:SportsTeam }
In all the grand prixes where the first team was <A>comma who all were the pole drivers?,SELECT DISTINCT ?uri where { ?x dbp:firstTeam <A> . ?x dbp:poleDriver ?uri . ?x a dbo:GrandPrix }
In how many countries are people born who play <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:occupation <A> . ?x dbo:stateOfOrigin ?uri . ?uri a dbo:Country }
In how many different stadiums are the seasons of the <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:league <A> . ?x dbo:ground ?uri . ?uri a dbo:Stadium }
In how many different teams have all those who have played as a <A> been?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:position <A> . ?x dbp:playedFor ?uri . ?uri a dbo:SportsTeam }
In how many teams have people previously played who play as <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:position <A> . ?x dbo:formerTeam ?uri . ?uri a dbo:SportsTeam }
In which cities are there american football teams where <A> played?,SELECT DISTINCT ?uri where { <A> dbp:pastteams ?x . ?x dbo:locationCity ?uri . ?x a dbo:AmericanFootballTeam }
In which countries were the <A> players born?,SELECT DISTINCT ?uri where { ?x dbp:nationalteam <A> . ?x dbp:placeOfBirth ?uri . ?x a dbo:Athlete }
In which country does the <A> play  ?,SELECT DISTINCT ?uri where { <A> dbo:league ?x . ?x dbo:country ?uri }
In which ice hockey leaguecomma did the team coached by <A> win?,SELECT DISTINCT ?uri where { ?x dbp:headCoach <A> . ?uri dbp:champion ?x . ?uri a dbo:IceHockeyLeague }
In which nation does the league take place where <A> play?,SELECT DISTINCT ?uri where { <A> dbo:league ?x . ?x dbo:country ?uri . ?x a dbo:SportsLeague }
In which race did <A> the racehorse and <B> the horse trainer participate?,SELECT DISTINCT ?uri where { <B> dbp:race ?uri . <A> dbp:race ?uri }
In which races did <A> take part?,SELECT DISTINCT ?uri where { <A> dbp:race ?uri }
In which races did the horses of <A> take part?,SELECT DISTINCT ?uri where { ?x dbo:sire <A> . ?x dbp:race ?uri . ?x a dbo:Horse }
In which races does <A> compete?,SELECT DISTINCT ?uri where { <A> dbp:race ?uri }
In which races have <A>'s horses participated?,SELECT DISTINCT ?uri where { ?x dbp:owner <A> . ?x dbp:race ?uri . ?x a dbo:Horse }
In which racing championships did <A> and <B> participate?,SELECT DISTINCT ?uri where { <A> dbo:race ?uri . <B> dbo:race ?uri }
In which state is the teamcomma which has <A>?,SELECT DISTINCT ?uri where { <A> dbo:team ?x . ?x dbp:state ?uri }
In which team did <A> and <B> started their career?,SELECT DISTINCT ?uri where { <A> dbp:draftTeam ?uri . <B> dbp:draftTeam ?uri }
In which team was the person drafted who has studied at the <A>?,SELECT DISTINCT ?uri where { ?x dbo:almaMater <A> . ?x dbp:draftTeam ?uri . ?x a dbo:Person }
In which teams did anyone who played as a <A>comma play previously?,SELECT DISTINCT ?uri where { ?x dbp:position <A> . ?x dbo:formerTeam ?uri }
In which teams have league members of the <A> played previously?,SELECT DISTINCT ?uri where { ?x dbp:league <A> . ?x dbo:formerTeam ?uri }
Is <A> a member ofof <B>?,ASK where { <B> dbp:membership <A> }
Is <A> a prospective team for <B>?,ASK where { <B> dbo:prospectTeam <A> }
Is <A> currently in the <B>?,ASK where { <A> dbp:currentteam <B> }
Is <A> the bronze medalist of <B>?,ASK where { <B> dbo:bronzeMedalist <A> }
Is <A> the flagbearer of <B>?,ASK where { <B> dbp:flagbearer <A> }
Is <A> the former coach of <B>?,ASK where { <B> dbo:formerCoach <A> }
Is <A> the former team of <B>?,ASK where { <B> dbp:pastteams <A> }
Is <A> the formercoach of <B>?,ASK where { <B> dbp:formercoach <A> }
Is <A> the head coach of <B>?,ASK where { <B> dbp:headCoach <A> }
Is <A> the headcoach of <B>?,ASK where { <B> dbp:headcoach <A> }
Is <A> the main coach of <B>?,ASK where { <B> dbp:headCoach <A> }
Is <A> the silver medalist of <B>?,ASK where { <B> dbo:silverMedalist <A> }
Is <A> the trainer of <B>?,ASK where { <B> dbp:trainer <A> }
Is <B> a member of <A>?,ASK where { <B> dbp:currentTeam <A> }
Is <B> currently in the <A>?,ASK where { <B> dbp:currentclub <A> }
Is <B> the first driver of the <A>?,ASK where { <A> dbp:firstDriver <B> }
Is <B> the flagbearer of <A>?,ASK where { <A> dbp:flagbearer <B> }
Is <B> the former coach of <A>?,ASK where { <A> dbo:formerCoach <B> }
Is <B> the grandsire of <A>?,ASK where { <A> dbo:grandsire <B> }
Is <B> the trainer of <A>,ASK where { <A> dbo:trainer <B> }
Is <B> the trainer of <A>?,ASK where { <A> dbo:trainer <B> }
Is <B> the trainer of <A>?,ASK where { <A> dbo:trainer <B> }
List all the former partners of the figure skater whose one of the former partner was <A> ?,SELECT DISTINCT ?uri where { ?x dbo:formerPartner <A> . ?x dbo:formerPartner ?uri . ?x a dbo:FigureSkater }
List all the home stadium of the soccer clubs which has one of the home stadium as <A> ?,SELECT DISTINCT ?uri where { ?x dbp:homeStadium <A> . ?x dbp:homeStadium ?uri . ?x a dbo:SoccerClub }
List all the members of  <A>?,SELECT DISTINCT ?uri where { <A> dbp:membership ?uri }
List all the operators of the train who operates in <A> ?,SELECT DISTINCT ?uri where { ?x dbo:operator <A> . ?x dbo:operator ?uri . ?x a dbo:Train }
List all the school of the rugby player whose one of the school is <A>?,SELECT DISTINCT ?uri where { ?x dbo:school <A> . ?x dbp:school ?uri . ?x a dbo:RugbyPlayer }
List all the teams which have someone who played their first game <A>?,SELECT DISTINCT ?uri where { ?x dbp:debutteam <A> . ?x dbo:team ?uri }
List all the tenants of the stadium where the WWF <A> took place.,SELECT DISTINCT ?uri where { <A> dbp:venue ?x . ?x dbo:tenant ?uri }
List down all the baseball teams whose team manager was a <A>?,SELECT DISTINCT ?uri where { ?x dbo:position <A> . ?uri dbo:manager ?x . ?uri a dbo:BaseballTeam }
List down the common sports played by <B> and <A> ?,SELECT DISTINCT ?uri where { <B> dbp:athletics ?uri . <A> dbo:sport ?uri }
List everyone who got their training in the city of <A>?,SELECT DISTINCT ?uri where { ?x dbp:city <A> . ?uri dbp:training ?x }
List everything in which <A> players have been casted.,SELECT DISTINCT ?uri where { ?x dbo:instrument <A> . ?uri dbp:starring ?x }
List some teammates of <A>?,SELECT DISTINCT ?uri where { ?x dbo:currentMember <A> . ?x dbp:name ?uri }
List some teams for which someone who has played as a <A>comma now plays?,SELECT DISTINCT ?uri where { ?x dbp:position <A> . ?x dbo:team ?uri }
List sports managers who managed <B> and <A>?,SELECT DISTINCT ?uri where { ?uri dbo:managerClub <B> . ?uri dbp:managerclubs <A> . ?uri a dbo:SportsManager }
List the awards given to the race horses bred by <A>.,SELECT DISTINCT ?uri where { ?x dbo:breeder <A> . ?x dbo:honours ?uri . ?x a dbo:RaceHorse }
List the common sports between <A>  and <B>,SELECT DISTINCT ?uri where { <A> dbo:sport ?uri . <B> dbo:athletics ?uri }
List the common sports played by <A> and <B> ?,SELECT DISTINCT ?uri where { <A> dbo:sport ?uri . <B> dbo:athletics ?uri }
List the current members of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:currentMembers ?uri }
List the debut team of the baseball player who born in <A>.,SELECT DISTINCT ?uri where { ?x dbp:birthPlace <A> . ?x dbo:debutTeam ?uri . ?x a dbo:BaseballPlayer }
List the driver <B> is also the Pole driver <A> ?,SELECT DISTINCT ?uri where { <B> dbp:firstDriver ?uri . <A> dbp:poleDriver ?uri }
List the first drivers of Grand Prixes where <A> was a pole driver.,SELECT DISTINCT ?uri where { ?x dbo:poleDriver <A> . ?x dbo:firstDriver ?uri . ?x a dbo:GrandPrix }
List the former partner of the figure skaters whose former choreographer was <A>.,SELECT DISTINCT ?uri where { ?x dbo:formerChoreographer <A> . ?x dbo:formerPartner ?uri . ?x a dbo:FigureSkater }
List the former team of the american football players born in <A> ?,SELECT DISTINCT ?uri where { ?x dbo:birthPlace <A> . ?x dbo:formerTeam ?uri . ?x a dbo:AmericanFootballPlayer }
List the home stadiums of the teams <A>?,SELECT DISTINCT ?uri where { ?x dbp:league <A> . ?x dbo:homeStadium ?uri }
List the name of the soccer clubs whose chairman is <A>.,SELECT DISTINCT ?uri where { ?x dbo:chairman <A> . ?x dbp:name ?uri . ?x a dbo:SoccerClub }
List the names of the soccer club seasons whose division is <A>.,SELECT DISTINCT ?uri where { ?x dbp:league <A> . ?x dbp:name ?uri . ?x a dbo:SoccerClubSeason }
List the other members of the team where <A> currently plays?,SELECT DISTINCT ?uri where { ?x dbo:currentMember <A> . ?x dbp:name ?uri . ?x a dbo:OrganisationMember }
List the pole drivers in the grand prixes where <A> was a first team?,SELECT DISTINCT ?uri where { ?x dbp:firstTeam <A> . ?x dbo:poleDriver ?uri . ?x a dbo:GrandPrix }
List the prospect team of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:prospectTeam ?uri }
List the races of <A>?,SELECT DISTINCT ?uri where { <A> dbp:race ?uri }
List the schools of the athlete with <A> as one of the school ?,SELECT DISTINCT ?uri where { ?x dbp:school <A> . ?x dbp:school ?uri . ?x a dbo:Athlete }
List the soccer players whose current team has the ground <A>.,SELECT DISTINCT ?uri where { ?x dbp:ground <A> . ?uri dbp:currentclub ?x . ?uri a dbo:SoccerPlayer }
List the sports associated with <A>?,SELECT DISTINCT ?uri where { ?x dbp:city <A> . ?x dbo:sport ?uri }
List the sports of <B> which are of interest of <A> ?,SELECT DISTINCT ?uri where { <B> dbp:athletics ?uri . <A> dbo:field ?uri }
List the sports played in <A>.,SELECT DISTINCT ?uri where { ?x dbo:type <A> . ?x dbo:sport ?uri }
List the stadium of the teams which uses <A> one of the stadium ?,SELECT DISTINCT ?uri where { ?x dbp:stadium <A> . ?x dbp:stadium ?uri }
List the team for which <A> played ?,SELECT DISTINCT ?uri where { <A> dbp:playedFor ?uri }
List the teams for which <A> played ?,SELECT DISTINCT ?uri where { <A> dbp:pastteams ?uri }
