List the relatives of the children of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:children ?x . ?x dbo:relative ?uri }
List the school of <A>?,SELECT DISTINCT ?uri where { <A> dbp:school ?uri }
List the things for which the relatives of <A> are known?,SELECT DISTINCT ?uri where { <A> dbo:relative ?x . ?x dbp:knownFor ?uri }
Name a famous relative of <A>,SELECT DISTINCT ?uri where { ?uri dbo:relative <A> }
Name the <A>'s school ?,SELECT DISTINCT ?uri where { <A> dbo:school ?uri }
Name the alma mater of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:almaMater ?uri }
Name the alma mater of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:almaMater ?uri }
Name the cause of death of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:deathCause ?uri }
Name the college of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:college ?uri }
Name the death location of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:deathPlace ?uri }
Name the home town of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:hometown ?uri }
Name the person whose child is <A>?,SELECT DISTINCT ?uri where { ?uri dbp:children <A> . ?uri a dbo:Person }
Name the person whose daughter is <A> and also another children named <B> ?,SELECT DISTINCT ?uri where { ?uri dbo:child <A> . ?uri dbp:children <B> . ?uri a dbo:Person }
Name the person whose mother name is <A> and has a son named <B>?,SELECT DISTINCT ?uri where { ?uri dbo:parent <A> . ?uri dbp:children <B> . ?uri a dbo:Person }
Name the person whose parent is <A>?,SELECT DISTINCT ?uri where { ?uri dbo:parent <A> . ?uri a dbo:Person }
Name the resting place of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:restingplace ?uri }
Name the university of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:university ?uri }
Tell me the school to which <A> went?,SELECT DISTINCT ?uri where { <A> dbp:education ?uri }
To which educational institutions did <A> go for her studies?,SELECT DISTINCT ?uri where { <A> dbo:education ?uri }
To which persons is <A> a relative?,SELECT DISTINCT ?uri where { ?uri dbp:relatives <A> . ?uri a dbo:Person }
Was <A> the mother of <B>?,ASK where { <B> dbp:mother <A> }
Was <B> born in <A>?,ASK where { <B> dbp:birthplace <A> }
What  is the Nickname of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:nickname ?uri }
What are <A> and <B> both affiliated with?,SELECT DISTINCT ?uri where { <A> dbp:affiliation ?uri . <B> dbp:affiliation ?uri }
What are some other children of the father of <A>?,SELECT DISTINCT ?uri where { ?x dbo:child <A> . ?x dbp:children ?uri }
What are some relatives of the spouse of <A>?,SELECT DISTINCT ?uri where { ?x dbo:spouse <A> . ?uri dbo:relative ?x }
What are the awards received by spouse of <A>?,SELECT DISTINCT ?uri where { ?x dbo:spouse <A> . ?x dbp:awards ?uri }
What are the notableworks of <A>?,SELECT DISTINCT ?uri where { <A> dbp:notableworks ?uri }
What are the professions of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:occupation ?uri }
What are the things <A> known for ?,SELECT DISTINCT ?uri where { <A> dbo:knownFor ?uri }
What award was won by the father of <A>?,SELECT DISTINCT ?uri where { ?x dbp:children <A> . ?x dbo:award ?uri }
what awards have been giving to <A>?,SELECT DISTINCT ?uri where { <A> dbo:award ?uri }
What city gave birth to <B> and also houses <A>?,SELECT DISTINCT ?uri where { <B> dbo:birthPlace ?uri . <A> dbp:location ?uri }
What did <A>'s father die from?,SELECT DISTINCT ?uri where { ?x dbo:child <A> . ?x dbo:deathCause ?uri }
What do <B> and <A> do for a living?,SELECT DISTINCT ?uri where { <A> dbo:occupation ?uri . <B> dbo:occupation ?uri }
What does the famous relative of <A> do for a living?,SELECT DISTINCT ?uri where { ?x dbp:relatives <A> . ?x dbo:occupation ?uri }
What faiths are followed by the relatives of <A>?,SELECT DISTINCT ?uri where { <A> dbo:relative ?x . ?x dbo:religion ?uri }
What is <A> hometown ?,SELECT DISTINCT ?uri where { <A> dbp:hometown ?uri }
What is <A> known for?,SELECT DISTINCT ?uri where { <A> dbp:knownFor ?uri }
What is the <A> associated with?,SELECT DISTINCT ?uri where { <A> dbp:affiliations ?uri }
What is the affiliation of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:affiliation ?uri }
What is the alma mater of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:almaMater ?uri }
What is the alma mater of <A> and <B>?,SELECT DISTINCT ?uri where { <A> dbo:college ?uri . <B> dbp:almaMater ?uri }
What is the alma mater of <A>?,SELECT DISTINCT ?uri where { <A> dbp:almaMater ?uri }
What is the alma mater of the personcomma whose child is <A>?,SELECT DISTINCT ?uri where { ?x dbp:children <A> . ?x dbp:almaMater ?uri }
What is the birth name  of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:birthName ?uri }
What is the birth place of the children of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:children ?x . ?x dbo:birthPlace ?uri }
What is the birthplace of <B> and <A> ?,SELECT DISTINCT ?uri where { <B> dbo:birthPlace ?uri . <A> dbo:birthPlace ?uri }
What is the burial place of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:placeOfBurial ?uri }
What is the career of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:occupation ?uri }
What is the citizenship of <A>?,SELECT DISTINCT ?uri where { <A> dbo:citizenship ?uri }
What is the city of the <B> is also the resting place of <A> ?,SELECT DISTINCT ?uri where { <B> dbo:authority ?uri . <A> dbp:restingplace ?uri }
What is the college of <A> is also the college of <B> ?,SELECT DISTINCT ?uri where { <A> dbo:college ?uri . <B> dbp:college ?uri }
What is the common palce of study for <A> and <B> ?,SELECT DISTINCT ?uri where { <A> dbo:education ?uri . <B> dbp:education ?uri }
What is the common religious affiliation of the <B> and that of  <A>?,SELECT DISTINCT ?uri where { <B> dbp:religiousAffiliation ?uri . <A> dbo:type ?uri }
What is the common school of <B> and <A>?,SELECT DISTINCT ?uri where { <B> dbo:school ?uri . <A> dbo:almaMater ?uri }
What is the common university iof <A> and also the college of <B> ?,SELECT DISTINCT ?uri where { <A> dbo:university ?uri . <B> dbo:college ?uri }
What is the craft of the <B> which is also the profession of  <A> ?,SELECT DISTINCT ?uri where { <B> dbp:occupation ?uri . <A> dbo:profession ?uri }
What is the deathplace of whom who is the relative of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:relatives ?x . ?x dbo:deathPlace ?uri }
What is the famous relative of <A> known for?,SELECT DISTINCT ?uri where { ?x dbp:relatives <A> . ?x dbp:knownFor ?uri }
What is the hometown of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:hometown ?uri }
What is the hometown of <A>comma where <B> was born too?,SELECT DISTINCT ?uri where { <B> dbp:birthPlace ?uri . <A> dbo:hometown ?uri }
What is the nationality of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:nationality ?uri }
What is the nickname of the school where <A> studied  ?,SELECT DISTINCT ?uri where { <A> dbp:highschool ?x . ?x dbp:nickname ?uri . ?x a dbo:School }
What is the place of birth of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:placeOfBirth ?uri }
What is the place of birth of the <A> which is also the  place of death of the <B>,SELECT DISTINCT ?uri where { <A> dbp:placeOfBirth ?uri . <B> dbo:deathPlace ?uri }
What is the place of birth of the <B> and <A>,SELECT DISTINCT ?uri where { <B> dbp:placeOfBirth ?uri . <A> dbp:placeOfBirth ?uri }
What is the place of death of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:placeOfDeath ?uri }
What is the profession of the children of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:children ?x . ?x dbo:profession ?uri }
What is the religious affiliation of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:religiousAffiliation ?uri }
What is the religious affiliation of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:religiousAffiliation ?uri }
What is the resting place of the child of <A>?,SELECT DISTINCT ?uri where { <A> dbp:children ?x . ?x dbo:restingPlace ?uri }
What is the resting place of the children of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:children ?x . ?x dbo:restingPlace ?uri }
What killed <B> and <A>?,SELECT DISTINCT ?uri where { <B> dbo:deathCause ?uri . <A> dbo:deathCause ?uri }
What made <A> and <B> both famous?,SELECT DISTINCT ?uri where { <A> dbo:knownFor ?uri . <B> dbo:knownFor ?uri }
What made <A> and <B> famous?,SELECT DISTINCT ?uri where { <A> dbo:field ?uri . <B> dbo:knownFor ?uri }
What prizes have been awarded to the relatives of <A>?,SELECT DISTINCT ?uri where { <A> dbp:relatives ?x . ?x dbp:awards ?uri }
What was founded by <A> ?,SELECT DISTINCT ?uri where { <A> dbp:founded ?uri }
What were the occupations of <A>?,SELECT DISTINCT ?uri where { <A> dbo:occupation ?uri }
When did <A> die?,SELECT DISTINCT ?uri where { <A> dbp:deathDate ?uri }
Where are <A> and <B> buried?,SELECT DISTINCT ?uri where { <A> dbp:restingplace ?uri . <B> dbp:restingplace ?uri }
Where are the burial grounds of <B> and <A>?,SELECT DISTINCT ?uri where { <B> dbp:restingplace ?uri . <A> dbp:restingplace ?uri }
Where did <A> die ?,SELECT DISTINCT ?uri where { <A> dbp:deathPlace ?uri }
Where did <A> do his elementary schooling?,SELECT DISTINCT ?uri where { <A> dbp:highSchool ?uri }
Where did <A> do his highschool?,SELECT DISTINCT ?uri where { <A> dbp:highschool ?uri }
Where did <A> go to high school,SELECT DISTINCT ?uri where { <A> dbo:highschool ?uri }
Where did <A> graduated ?,SELECT DISTINCT ?uri where { <A> dbo:education ?uri }
Where did <A> study?,SELECT DISTINCT ?uri where { <A> dbo:almaMater ?uri }
Where did <B> and <A> both die?,SELECT DISTINCT ?uri where { <A> dbp:deathPlace ?uri . <B> dbp:deathPlace ?uri }
Where did <B> and <A> die?,SELECT DISTINCT ?uri where { <B> dbp:placeOfDeath ?uri . <A> dbp:deathPlace ?uri }
Where did <B> and <A> study?,SELECT DISTINCT ?uri where { <A> dbp:almaMater ?uri . <B> dbo:almaMater ?uri }
Where did the partner of <A> die?,SELECT DISTINCT ?uri where { <A> dbp:spouse ?x . ?x dbo:deathPlace ?uri }
Where did the relatives of <A> study?,SELECT DISTINCT ?uri where { ?x dbo:relative <A> . ?x dbp:education ?uri }
Where did the relatives of <A> study?,SELECT DISTINCT ?uri where { ?x dbo:relation <A> . ?x dbp:almaMater ?uri }
Where did the spouse of <A> die?,SELECT DISTINCT ?uri where { ?x dbp:spouse <A> . ?x dbo:deathPlace ?uri }
Where do <A> and <B> both live?,SELECT DISTINCT ?uri where { <A> dbo:residence ?uri . <B> dbo:residence ?uri }
Where do <A> live?,SELECT DISTINCT ?uri where { ?x dbp:almaMater <A> . ?x dbo:residence ?uri }
Where does <A> work?,SELECT DISTINCT ?uri where { <A> dbp:office ?uri }
Where does <B> and <A> both live?,SELECT DISTINCT ?uri where { <A> dbp:residence ?uri . <B> dbp:residence ?uri }
Where is <A> from?,SELECT DISTINCT ?uri where { <A> dbo:stateOfOrigin ?uri }
Where is <A> from?,SELECT DISTINCT ?uri where { <A> dbo:nationality ?uri }
Where is the birthplace of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:birthplace ?uri }
Where is the grave of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:placeOfBurial ?uri }
Where is the hometown of <A>?,SELECT DISTINCT ?uri where { <A> dbo:hometown ?uri }
Where is the spouse of <A> buried?,SELECT DISTINCT ?uri where { ?x dbo:spouse <A> . ?x dbp:placeOfBurial ?uri }
Where is the tomb of son of <A>?,SELECT DISTINCT ?uri where { ?x dbo:parent <A> . ?x dbo:restingPlace ?uri }
Where is the tombstone of <A>?,SELECT DISTINCT ?uri where { <A> dbp:restingplace ?uri }
Where was <A> born ?,SELECT DISTINCT ?uri where { <A> dbp:birthplace ?uri }
Where was <A> buried ?,SELECT DISTINCT ?uri where { <A> dbp:placeOfBurial ?uri }
Where was <A> laid to rest?,SELECT DISTINCT ?uri where { <A> dbo:placeOfBurial ?uri }
Where were <B> and <A> born?,SELECT DISTINCT ?uri where { <B> dbp:birthPlace ?uri . <A> dbo:birthPlace ?uri }
which award has been won by <A>?,SELECT DISTINCT ?uri where { <A> dbp:title ?uri }
Which awards did the children of <A> won ?,SELECT DISTINCT ?uri where { <A> dbp:children ?x . ?x dbp:awards ?uri }
Which awards did the parents of <A> win ?,SELECT DISTINCT ?uri where { <A> dbo:parent ?x . ?x dbp:awards ?uri }
Which awards have <A> won?,SELECT DISTINCT ?uri where { <A> dbp:awards ?uri }
Which college has been attended  by both Mr. <B> and Mr. <A>?,SELECT DISTINCT ?uri where { <B> dbo:college ?uri . <A> dbo:college ?uri }
Which college of <A> is the alma mater of <B>,SELECT DISTINCT ?uri where { <A> dbp:college ?uri . <B> dbp:almaMater ?uri }
Which college of the <A> is the alma mater of the <B> ?,SELECT DISTINCT ?uri where { <A> dbp:college ?uri . <B> dbo:almaMater ?uri }
Which home town of <A> is the death location of the <B> ?,SELECT DISTINCT ?uri where { <A> dbp:hometown ?uri . <B> dbo:deathPlace ?uri }
Which home town of <A> is the place of death of <B> ?,SELECT DISTINCT ?uri where { <A> dbo:hometown ?uri . <B> dbp:placeOfDeath ?uri }
Which school did <A> attend?,SELECT DISTINCT ?uri where { <A> dbp:school ?uri }
Which sports are played in the alma mater of <A>?,SELECT DISTINCT ?uri where { <A> dbp:almaMater ?x . ?x dbo:sport ?uri }
Which sports are played in the alma mater of <A>?,SELECT DISTINCT ?uri where { <A> dbp:almaMater ?x . ?x dbo:sport ?uri }
Which spouse of <A> a mother named <B> ?,SELECT DISTINCT ?uri where { ?uri dbo:parent <B> . ?uri dbo:spouse <A> }
Which things are <A> known for ?,SELECT DISTINCT ?uri where { <A> dbp:knownFor ?uri }
Which uni did <A> attend ?,SELECT DISTINCT ?uri where { <A> dbp:education ?uri }
Which university is alma mater to <A>?,SELECT DISTINCT ?uri where { <A> dbp:university ?uri }
Which university was attended by both <B> and <A>?,SELECT DISTINCT ?uri where { <B> dbp:education ?uri . <A> dbp:education ?uri }
Who are relatives of <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbp:relatives <A> . ?uri dbp:relatives <B> }
Who are the children of <A>?,SELECT DISTINCT ?uri where { <A> dbp:children ?uri }
Who are the parents of  <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbo:child <A> . ?uri dbo:child <B> }
Who are the spouse of the parents of <A>?,SELECT DISTINCT ?uri where { <A> dbo:parent ?x . ?x dbo:spouse ?uri }
Who did <A> marry?,SELECT DISTINCT ?uri where { ?uri dbo:spouse <A> }
Who has <A> and <B> as relatives?,SELECT DISTINCT ?uri where { ?uri dbo:relative <A> . ?uri dbo:relative <B> }
Who has a  child named <A> and is resting place as <B>?,SELECT DISTINCT ?uri where { ?uri dbp:children <A> . ?uri dbp:restingPlace <B> }
Who has been married to both <A> and <B>?,SELECT DISTINCT ?uri where { <A> dbo:spouse ?uri . <B> dbo:spouse ?uri }
Who have children named <B> and <A>?,SELECT DISTINCT ?uri where { ?uri dbp:children <B> . ?uri dbp:children <A> }
Who is  related to <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbp:relatives <A> . ?uri dbp:relatives <B> }
Who is a famous relative of <A>?,SELECT DISTINCT ?uri where { ?uri dbo:relative <A> . ?uri a dbo:Person }
Who is child of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:children ?uri }
Who is married to <A>?,SELECT DISTINCT ?uri where { ?uri dbp:spouse <A> }
Who is married to a <A>?,SELECT DISTINCT ?uri where { ?x dbp:title <A> . ?uri dbp:spouse ?x }
Who is relative of the people died in <A> ?,SELECT DISTINCT ?uri where { ?x dbp:deathPlace <A> . ?x dbo:relative ?uri }
Who is the child of <A>?,SELECT DISTINCT ?uri where { <A> dbo:child ?uri }
Who is the common parent of <B> and <A> ?,SELECT DISTINCT ?uri where { <B> dbo:parentOrganisation ?uri . <A> dbp:parent ?uri }
Who is the employer of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:employer ?uri }
Who is the famous relative of <A>?,SELECT DISTINCT ?uri where { ?uri dbp:relatives <A> }
Who is the father of <A>?,SELECT DISTINCT ?uri where { ?uri dbo:child <A> }
Who is the former partner of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:formerPartner ?uri }
who is the husband of <A>?,SELECT DISTINCT ?uri where { <A> dbo:partner ?uri }
Who is the parent of <A>?,SELECT DISTINCT ?uri where { ?uri dbp:children <A> }
Who is the partner of <A>?,SELECT DISTINCT ?uri where { ?uri dbp:partner <A> }
Who is the person whose child performed with <A>?,SELECT DISTINCT ?uri where { ?x dbp:associatedActs <A> . ?uri dbo:child ?x }
Who is the relative of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:relatives ?uri }
Who is the spouse of <A>?,SELECT DISTINCT ?uri where { ?uri dbp:spouse <A> }
who married <A>?,SELECT DISTINCT ?uri where { ?uri dbp:spouse <A> }
Who was the parent of person whose child is <A>?,SELECT DISTINCT ?uri where { ?x dbp:children <A> . ?x dbo:parent ?uri . ?x a dbo:Person }
Whos a famous relative of <A>?,SELECT DISTINCT ?uri where { ?uri dbo:relation <A> }
Whose children are married to <A>?,SELECT DISTINCT ?uri where { ?x dbp:spouse <A> . ?uri dbp:children ?x }
Whose children died in <A>?,SELECT DISTINCT ?uri where { ?x dbo:deathPlace <A> . ?uri dbo:child ?x }
Whose mom is <A>?,SELECT DISTINCT ?uri where { ?uri dbp:mother <A> }
Whose relatives are <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbo:relative <A> . ?uri dbo:relative <B> }
Whose resting place is <A> and has kids named <B>?,SELECT DISTINCT ?uri where { ?uri dbp:restingplace <A> . ?uri dbo:child <B> }
Why did <A> and <B> die?,SELECT DISTINCT ?uri where { <A> dbo:deathCause ?uri . <B> dbp:deathCause ?uri }
Which offices were held by the politicians who held their allegiance to the <A>?,SELECT DISTINCT ?uri where { ?x dbp:allegiance <A> . ?x dbp:office ?uri . ?x a dbo:OfficeHolder }
Which operator of <B> is also the  governing body of the <A> ?,SELECT DISTINCT ?uri where { <B> dbp:operator ?uri . <A> dbp:governingBody ?uri }
Which owner of <B> india is the leader of <A> ?,SELECT DISTINCT ?uri where { <B> dbo:owner ?uri . <A> dbp:governmentType ?uri }
Which parent organization of <A> is also the label of <B> ?,SELECT DISTINCT ?uri where { <B> dbo:recordLabel ?uri . <A> dbo:parentOrganisation ?uri }
Which part of the political framework did <B> and <A> both serve?,SELECT DISTINCT ?uri where { <B> dbp:order ?uri . <A> dbp:order ?uri }
Which parties have their members live in the <A>?,SELECT DISTINCT ?uri where { ?x dbp:residence <A> . ?uri dbo:leader ?x . ?uri a dbo:PoliticalParty }
Which partner of the <A> is also the primeminister of the <B> ?,SELECT DISTINCT ?uri where { <A> dbo:partner ?uri . <B> dbp:primeminister ?uri }
Which party does <B> and <A> currently belong to?,SELECT DISTINCT ?uri where { <B> dbp:party ?uri . <A> dbp:party ?uri }
Which party has come in power at both <B> and <A>?,SELECT DISTINCT ?uri where { <B> dbo:leaderName ?uri . <A> dbo:leaderName ?uri }
Which party has come in power in <A>?,SELECT DISTINCT ?uri where { ?x dbp:constituency <A> . ?x dbo:party ?uri }
Which party has won the <A> and has been in the <B>,SELECT DISTINCT ?uri where { <A> dbp:party ?uri . <B> dbp:party ?uri }
Which party of <A> is the leader at <B> ?,SELECT DISTINCT ?uri where { <B> dbo:leaderName ?uri . <A> dbp:party ?uri }
Which party won both <A> and <B>?,SELECT DISTINCT ?uri where { <A> dbo:affiliation ?uri . <B> dbo:affiliation ?uri }
Which party won the elections when <A> was in power?,SELECT DISTINCT ?uri where { ?x dbp:leader <A> . ?x dbo:affiliation ?uri . ?x a dbo:Election }
Which political figures were awarded <A>?,SELECT DISTINCT ?uri where { ?uri dbo:award <A> }
Which political party got elected in <A> ?,SELECT DISTINCT ?uri where { <A> dbp:party ?uri }
Which political party of <B> had affiliation with <A>,SELECT DISTINCT ?uri where { <B> dbp:governmentType ?uri . <A> dbo:affiliation ?uri }
Which political party of <B> is also the political party of <A> ?,SELECT DISTINCT ?uri where { <B> dbo:otherParty ?uri . <A> dbo:party ?uri }
Which political party of <B> was the leader of <A> ?,SELECT DISTINCT ?uri where { <B> dbp:party ?uri . <A> dbo:leaderName ?uri }
which politician is currently ruling over <A>?,SELECT DISTINCT ?uri where { <A> dbo:leaderName ?uri }
Which politician was succeeded by someone who graduated from the <A>?,SELECT DISTINCT ?uri where { ?x dbo:almaMater <A> . ?uri dbp:successor ?x . ?uri a dbo:OfficeHolder }
Which politician's constituency is led by the <A>?,SELECT DISTINCT ?uri where { ?x dbp:leaderTitle <A> . ?uri dbp:constituency ?x . ?uri a dbo:OfficeHolder }
Which politicians died in cities built by the Roman emperor <A>?,SELECT DISTINCT ?uri where { ?x dbo:builder <A> . ?uri dbo:deathPlace ?x . ?uri a dbo:OfficeHolder }
Which politicians live in a city led by <A>?,SELECT DISTINCT ?uri where { ?x dbo:leader <A> . ?uri dbo:residence ?x }
Which politicians son is buried in <A>?,SELECT DISTINCT ?uri where { ?x dbp:placeofburial <A> . ?uri dbo:child ?x . ?uri a dbo:OfficeHolder }
Which ppolitical party of <A> is also the owner <B> ?,SELECT DISTINCT ?uri where { <B> dbo:owner ?uri . <A> dbo:party ?uri }
Which president had lieutenants whose governor was <A>?,SELECT DISTINCT ?uri where { ?x dbp:governor <A> . ?uri dbo:lieutenant ?x . ?uri a dbo:President }
Which president of <A> also married to <B> ?,SELECT DISTINCT ?uri where { <B> dbo:spouse ?uri . <A> dbp:president ?uri }
Which president of <A> had nickname <B> ?,SELECT DISTINCT ?uri where { <A> dbp:president ?uri . <B> dbp:nickname ?uri }
Which president of United States had vice president as <A>?,SELECT DISTINCT ?uri where { ?uri dbo:vicePresident <A> . ?uri a dbo:OfficeHolder }
which president was served by <A>?,SELECT DISTINCT ?uri where { <A> dbp:president ?uri }
Which president was served by someone whose lieutenant is <A>?,SELECT DISTINCT ?uri where { ?x dbp:lieutenant <A> . ?x dbo:president ?uri }
Which prime ministers were served by the governor who appointed <A>?,SELECT DISTINCT ?uri where { <A> dbo:appointer ?x . ?x dbo:primeMinister ?uri }
Which professional fightercomma who is also a politician and was elected to <A>?,SELECT DISTINCT ?uri where { ?uri dbp:occupation <A> }
Which sects people are part of local political parties which fall under the International <A>?,SELECT DISTINCT ?uri where { ?x dbp:international <A> . ?x dbo:religion ?uri . ?x a dbo:PoliticalParty }
Which settlement's neighboring municipalities are <A> and <B>?,SELECT DISTINCT ?uri where { ?uri dbp:neighboringMunicipalities <A> . ?uri dbo:neighboringMunicipality <B> . ?uri a dbo:Settlement }
Which statesman is married to <A>?,SELECT DISTINCT ?uri where { ?uri dbp:spouse <A> . ?uri a dbo:OfficeHolder }
Which vice president of <B> is also the president <A> ?,SELECT DISTINCT ?uri where { <B> dbo:vicePresident ?uri . <A> dbo:president ?uri }
Which workplace of the <A> is also the  governing body of the <B>?,SELECT DISTINCT ?uri where { <A> dbo:employer ?uri . <B> dbo:governingBody ?uri }
Whihc party of the <B> is the government type of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:governmentType ?uri . <B> dbp:party ?uri }
Who all held a position when <A> was the prime minister?,SELECT DISTINCT ?uri where { ?uri dbo:primeMinister <A> }
Who appointed the governor under which <A> worked?,SELECT DISTINCT ?uri where { <A> dbo:governor ?x . ?x dbp:appointer ?uri }
Who appointed the governor under whom <A> served?,SELECT DISTINCT ?uri where { <A> dbo:governor ?x . ?x dbp:appointer ?uri }
Who appointed the governor under whom <A> works?,SELECT DISTINCT ?uri where { ?x dbp:lieutenant <A> . ?x dbp:appointer ?uri . ?x a dbo:Governor }
